czas;pamiec
349;2097152
349;2097152
349;2097152
343;2097152
354;2097152
352;2097152
373;2097152
370;2097152
347;2097152
346;2097152
352;2097152
352;2097152
343;2097152
344;2097152
346;2097152
348;2097152
346;2097152
347;2097152
349;2097152
347;2097152
41;2097152
42;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
42;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
42;2097152
45;2097152
44;2097152
44;2097152
42;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
48;2097152
47;2097152
46;2097152
42;2097152
44;2097152
43;2097152
46;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
345;2097152
347;2097152
339;2097152
346;2097152
343;2097152
347;2097152
341;2097152
344;2097152
340;2097152
340;2097152
340;2097152
341;2097152
345;2097152
351;2097152
348;2097152
348;2097152
344;2097152
342;2097152
344;2097152
349;2097152
345;2097152
343;2097152
347;2097152
349;2097152
329;2097152
347;2097152
349;2097152
342;2097152
342;2097152
346;2097152
346;2097152
349;2097152
349;2097152
344;2097152
343;2097152
343;2097152
345;2097152
350;2097152
352;2097152
351;2097152
352;2097152
345;2097152
343;2097152
350;2097152
351;2097152
347;2097152
345;2097152
350;2097152
348;2097152
348;2097152
350;2097152
41;2097152
43;2097152
43;2097152
42;2097152
42;2097152
44;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
42;2097152
43;2097152
45;2097152
44;2097152
43;2097152
43;2097152
42;2097152
42;2097152
43;2097152
43;2097152
44;2097152
45;2097152
43;2097152
43;2097152
44;2097152
45;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
48;2097152
43;2097152
41;2097152
42;2097152
44;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
347;2097152
345;2097152
347;2097152
346;2097152
350;2097152
349;2097152
342;2097152
345;2097152
342;2097152
345;2097152
349;2097152
346;2097152
345;2097152
343;2097152
351;2097152
350;2097152
346;2097152
347;2097152
329;2097152
340;2097152
353;2097152
347;2097152
344;2097152
343;2097152
345;2097152
350;2097152
352;2097152
346;2097152
342;2097152
350;2097152
346;2097152
342;2097152
342;2097152
349;2097152
345;2097152
351;2097152
349;2097152
344;2097152
353;2097152
351;2097152
346;2097152
353;2097152
352;2097152
344;2097152
347;2097152
349;2097152
348;2097152
344;2097152
344;2097152
349;2097152
351;2097152
42;2097152
43;2097152
44;2097152
42;2097152
42;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
44;2097152
44;2097152
46;2097152
46;2097152
42;2097152
43;2097152
43;2097152
43;2097152
42;2097152
43;2097152
44;2097152
44;2097152
42;2097152
42;2097152
44;2097152
44;2097152
42;2097152
42;2097152
44;2097152
44;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
40;2097152
42;2097152
45;2097152
44;2097152
46;2097152
43;2097152
44;2097152
44;2097152
43;2097152
43;2097152
327;2097152
347;2097152
348;2097152
366;2097152
376;2097152
342;2097152
344;2097152
341;2097152
346;2097152
346;2097152
345;2097152
345;2097152
346;2097152
352;2097152
354;2097152
345;2097152
341;2097152
345;2097152
347;2097152
362;2097152
374;2097152
347;2097152
347;2097152
346;2097152
342;2097152
349;2097152
347;2097152
354;2097152
353;2097152
349;2097152
346;2097152
342;2097152
342;2097152
350;2097152
350;2097152
352;2097152
355;2097152
348;2097152
348;2097152
345;2097152
346;2097152
347;2097152
350;2097152
345;2097152
349;2097152
350;2097152
350;2097152
354;2097152
351;2097152
346;2097152
347;2097152
40;2097152
43;2097152
44;2097152
42;2097152
42;2097152
47;2097152
46;2097152
46;2097152
46;2097152
46;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
42;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
45;2097152
47;2097152
41;2097152
41;2097152
43;2097152
42;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
41;2097152
343;2097152
342;2097152
346;2097152
345;2097152
347;2097152
348;2097152
346;2097152
347;2097152
348;2097152
343;2097152
346;2097152
353;2097152
347;2097152
334;2097152
345;2097152
346;2097152
341;2097152
337;2097152
346;2097152
347;2097152
348;2097152
341;2097152
346;2097152
350;2097152
350;2097152
349;2097152
351;2097152
351;2097152
354;2097152
345;2097152
347;2097152
349;2097152
353;2097152
369;2097152
371;2097152
348;2097152
344;2097152
343;2097152
351;2097152
367;2097152
364;2097152
350;2097152
351;2097152
350;2097152
349;2097152
344;2097152
345;2097152
346;2097152
350;2097152
351;2097152
348;2097152
40;2097152
79;2097152
40;2097152
41;2097152
41;2097152
42;2097152
42;2097152
41;2097152
41;2097152
41;2097152
42;2097152
42;2097152
43;2097152
42;2097152
42;2097152
45;2097152
41;2097152
42;2097152
43;2097152
41;2097152
41;2097152
42;2097152
43;2097152
43;2097152
40;2097152
42;2097152
42;2097152
42;2097152
42;2097152
323;2097152
328;2097152
317;2097152
327;2097152
326;2097152
325;2097152
325;2097152
320;2097152
324;2097152
325;2097152
330;2097152
337;2097152
328;2097152
333;2097152
331;2097152
41;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
42;2097152
42;2097152
43;2097152
43;2097152
43;2097152
47;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
42;2097152
48;2097152
46;2097152
42;2097152
43;2097152
44;2097152
44;2097152
42;2097152
44;2097152
43;2097152
48;2097152
42;2097152
43;2097152
44;2097152
42;2097152
43;2097152
44;2097152
43;2097152
43;2097152
45;2097152
45;2097152
44;2097152
50;2097152
44;2097152
47;2097152
43;2097152
42;2097152
43;2097152
41;2097152
327;2097152
345;2097152
337;2097152
340;2097152
353;2097152
340;2097152
346;2097152
348;2097152
342;2097152
343;2097152
353;2097152
353;2097152
350;2097152
352;2097152
344;2097152
349;2097152
351;2097152
349;2097152
340;2097152
343;2097152
340;2097152
346;2097152
346;2097152
353;2097152
350;2097152
350;2097152
347;2097152
347;2097152
348;2097152
346;2097152
349;2097152
352;2097152
348;2097152
347;2097152
346;2097152
352;2097152
350;2097152
348;2097152
350;2097152
352;2097152
354;2097152
351;2097152
345;2097152
353;2097152
341;2097152
351;2097152
350;2097152
347;2097152
351;2097152
346;2097152
350;2097152
42;2097152
43;2097152
40;2097152
40;2097152
40;2097152
41;2097152
41;2097152
41;2097152
42;2097152
41;2097152
41;2097152
42;2097152
41;2097152
40;2097152
41;2097152
41;2097152
44;2097152
42;2097152
41;2097152
39;2097152
48;2097152
40;2097152
42;2097152
40;2097152
39;2097152
43;2097152
43;2097152
41;2097152
42;2097152
43;2097152
41;2097152
42;2097152
42;2097152
41;2097152
44;2097152
42;2097152
43;2097152
42;2097152
44;2097152
43;2097152
41;2097152
41;2097152
41;2097152
41;2097152
42;2097152
310;2097152
361;2097152
318;2097152
318;2097152
319;2097152
320;2097152
320;2097152
322;2097152
325;2097152
325;2097152
323;2097152
323;2097152
327;2097152
322;2097152
327;2097152
329;2097152
322;2097152
324;2097152
327;2097152
44;2097152
322;2097152
44;2097152
326;2097152
44;2097152
339;2097152
43;2097152
325;2097152
44;2097152
334;2097152
44;2097152
325;2097152
43;2097152
328;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
333;2097152
44;2097152
337;2097152
43;2097152
329;2097152
43;2097152
335;2097152
43;2097152
324;2097152
42;2097152
333;2097152
42;2097152
349;2097152
44;2097152
334;2097152
43;2097152
337;2097152
45;2097152
338;2097152
43;2097152
333;2097152
43;2097152
338;2097152
43;2097152
332;2097152
50;2097152
327;2097152
43;2097152
332;2097152
325;2097152
43;2097152
45;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
43;2097152
340;2097152
340;2097152
340;2097152
342;2097152
339;2097152
341;2097152
338;2097152
341;2097152
339;2097152
340;2097152
343;2097152
339;2097152
345;2097152
340;2097152
345;2097152
339;2097152
333;2097152
334;2097152
347;2097152
344;2097152
354;2097152
349;2097152
345;2097152
344;2097152
40;2097152
50;2097152
40;2097152
40;2097152
39;2097152
40;2097152
41;2097152
41;2097152
41;2097152
44;2097152
41;2097152
40;2097152
41;2097152
41;2097152
40;2097152
41;2097152
41;2097152
42;2097152
41;2097152
40;2097152
41;2097152
43;2097152
41;2097152
42;2097152
41;2097152
41;2097152
43;2097152
42;2097152
43;2097152
43;2097152
47;2097152
40;2097152
43;2097152
43;2097152
40;2097152
42;2097152
47;2097152
44;2097152
44;2097152
43;2097152
44;2097152
42;2097152
39;2097152
41;2097152
41;2097152
41;2097152
42;2097152
42;2097152
42;2097152
42;2097152
41;2097152
309;2097152
347;2097152
326;2097152
324;2097152
324;2097152
323;2097152
325;2097152
318;2097152
325;2097152
320;2097152
320;2097152
324;2097152
328;2097152
332;2097152
320;2097152
323;2097152
321;2097152
320;2097152
319;2097152
320;2097152
321;2097152
332;2097152
322;2097152
326;2097152
322;2097152
332;2097152
340;2097152
325;2097152
342;2097152
340;2097152
325;2097152
331;2097152
365;2097152
331;2097152
336;2097152
347;2097152
339;2097152
330;2097152
330;2097152
43;2097152
42;2097152
328;2097152
44;2097152
343;2097152
43;2097152
328;2097152
330;2097152
42;2097152
332;2097152
42;2097152
334;2097152
43;2097152
329;2097152
43;2097152
325;2097152
44;2097152
43;2097152
328;2097152
42;2097152
333;2097152
329;2097152
45;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
42;2097152
44;2097152
43;2097152
43;2097152
43;2097152
46;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
349;2097152
348;2097152
339;2097152
345;2097152
342;2097152
338;2097152
342;2097152
344;2097152
344;2097152
338;2097152
334;2097152
337;2097152
340;2097152
343;2097152
347;2097152
352;2097152
38;2097152
43;2097152
42;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
42;2097152
41;2097152
42;2097152
40;2097152
40;2097152
43;2097152
43;2097152
42;2097152
42;2097152
41;2097152
43;2097152
42;2097152
42;2097152
42;2097152
42;2097152
42;2097152
42;2097152
43;2097152
43;2097152
43;2097152
42;2097152
42;2097152
43;2097152
43;2097152
41;2097152
42;2097152
42;2097152
41;2097152
41;2097152
42;2097152
41;2097152
41;2097152
41;2097152
41;2097152
42;2097152
43;2097152
42;2097152
42;2097152
42;2097152
39;2097152
312;2097152
328;2097152
320;2097152
316;2097152
314;2097152
322;2097152
318;2097152
325;2097152
324;2097152
323;2097152
319;2097152
319;2097152
326;2097152
327;2097152
325;2097152
330;2097152
324;2097152
328;2097152
322;2097152
323;2097152
330;2097152
343;2097152
326;2097152
329;2097152
333;2097152
332;2097152
338;2097152
333;2097152
340;2097152
335;2097152
328;2097152
326;2097152
339;2097152
334;2097152
327;2097152
343;2097152
343;2097152
336;2097152
333;2097152
332;2097152
338;2097152
330;2097152
325;2097152
331;2097152
341;2097152
324;2097152
333;2097152
328;2097152
327;2097152
338;2097152
334;2097152
43;2097152
43;2097152
42;2097152
42;2097152
43;2097152
45;2097152
44;2097152
43;2097152
44;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
346;2097152
345;2097152
344;2097152
344;2097152
342;2097152
344;2097152
343;2097152
352;2097152
351;2097152
343;2097152
352;2097152
352;2097152
350;2097152
349;2097152
348;2097152
39;2097152
40;2097152
40;2097152
40;2097152
40;2097152
41;2097152
40;2097152
41;2097152
40;2097152
41;2097152
42;2097152
40;2097152
41;2097152
43;2097152
42;2097152
41;2097152
41;2097152
41;2097152
41;2097152
43;2097152
43;2097152
43;2097152
42;2097152
42;2097152
42;2097152
42;2097152
42;2097152
41;2097152
41;2097152
42;2097152
41;2097152
41;2097152
41;2097152
42;2097152
41;2097152
43;2097152
43;2097152
42;2097152
42;2097152
42;2097152
43;2097152
40;2097152
42;2097152
42;2097152
46;2097152
41;2097152
41;2097152
41;2097152
40;2097152
42;2097152
39;2097152
312;2097152
329;2097152
317;2097152
318;2097152
316;2097152
327;2097152
325;2097152
325;2097152
321;2097152
326;2097152
325;2097152
325;2097152
324;2097152
323;2097152
325;2097152
330;2097152
326;2097152
326;2097152
330;2097152
330;2097152
343;2097152
329;2097152
321;2097152
328;2097152
330;2097152
337;2097152
336;2097152
330;2097152
335;2097152
337;2097152
333;2097152
333;2097152
342;2097152
332;2097152
329;2097152
346;2097152
338;2097152
333;2097152
332;2097152
327;2097152
334;2097152
328;2097152
324;2097152
322;2097152
333;2097152
329;2097152
332;2097152
326;2097152
331;2097152
320;2097152
320;2097152
43;2097152
43;2097152
43;2097152
44;2097152
44;2097152
45;2097152
45;2097152
44;2097152
44;2097152
44;2097152
43;2097152
45;2097152
44;2097152
45;2097152
45;2097152
44;2097152
44;2097152
43;2097152
41;2097152
43;2097152
44;2097152
44;2097152
45;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
343;2097152
342;2097152
351;2097152
348;2097152
339;2097152
333;2097152
331;2097152
350;2097152
342;2097152
343;2097152
343;2097152
344;2097152
342;2097152
346;2097152
353;2097152
348;2097152
346;2097152
349;2097152
350;2097152
345;2097152
349;2097152
351;2097152
351;2097152
348;2097152
351;2097152
349;2097152
350;2097152
347;2097152
347;2097152
346;2097152
351;2097152
348;2097152
346;2097152
351;2097152
344;2097152
348;2097152
349;2097152
349;2097152
341;2097152
39;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
40;2097152
40;2097152
40;2097152
41;2097152
40;2097152
40;2097152
41;2097152
41;2097152
42;2097152
42;2097152
40;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
42;2097152
42;2097152
42;2097152
40;2097152
327;2097152
333;2097152
327;2097152
328;2097152
324;2097152
331;2097152
325;2097152
325;2097152
324;2097152
325;2097152
321;2097152
323;2097152
324;2097152
325;2097152
317;2097152
321;2097152
326;2097152
327;2097152
315;2097152
322;2097152
325;2097152
340;2097152
330;2097152
333;2097152
337;2097152
339;2097152
341;2097152
41;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
42;2097152
43;2097152
42;2097152
49;2097152
47;2097152
49;2097152
45;2097152
48;2097152
47;2097152
44;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
42;2097152
43;2097152
44;2097152
43;2097152
45;2097152
45;2097152
43;2097152
44;2097152
44;2097152
49;2097152
48;2097152
43;2097152
44;2097152
45;2097152
47;2097152
47;2097152
45;2097152
44;2097152
44;2097152
329;2097152
347;2097152
346;2097152
343;2097152
339;2097152
343;2097152
346;2097152
349;2097152
349;2097152
346;2097152
350;2097152
348;2097152
344;2097152
343;2097152
343;2097152
343;2097152
346;2097152
355;2097152
343;2097152
347;2097152
349;2097152
351;2097152
348;2097152
352;2097152
344;2097152
343;2097152
349;2097152
348;2097152
351;2097152
347;2097152
350;2097152
350;2097152
347;2097152
350;2097152
345;2097152
357;2097152
354;2097152
355;2097152
351;2097152
351;2097152
347;2097152
350;2097152
348;2097152
351;2097152
358;2097152
349;2097152
353;2097152
348;2097152
347;2097152
351;2097152
352;2097152
41;2097152
41;2097152
41;2097152
41;2097152
40;2097152
42;2097152
41;2097152
41;2097152
41;2097152
42;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
42;2097152
41;2097152
40;2097152
320;2097152
332;2097152
319;2097152
325;2097152
320;2097152
321;2097152
326;2097152
324;2097152
326;2097152
325;2097152
322;2097152
324;2097152
324;2097152
317;2097152
322;2097152
42;2097152
43;2097152
43;2097152
43;2097152
42;2097152
42;2097152
42;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
49;2097152
50;2097152
44;2097152
43;2097152
46;2097152
43;2097152
44;2097152
44;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
42;2097152
43;2097152
44;2097152
42;2097152
44;2097152
43;2097152
44;2097152
44;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
42;2097152
345;2097152
345;2097152
347;2097152
348;2097152
345;2097152
347;2097152
345;2097152
350;2097152
354;2097152
348;2097152
343;2097152
344;2097152
346;2097152
346;2097152
346;2097152
347;2097152
343;2097152
326;2097152
348;2097152
348;2097152
348;2097152
342;2097152
349;2097152
351;2097152
349;2097152
347;2097152
349;2097152
346;2097152
343;2097152
353;2097152
353;2097152
354;2097152
353;2097152
351;2097152
346;2097152
349;2097152
349;2097152
354;2097152
350;2097152
352;2097152
351;2097152
350;2097152
353;2097152
350;2097152
352;2097152
347;2097152
349;2097152
347;2097152
348;2097152
354;2097152
353;2097152
41;2097152
41;2097152
41;2097152
41;2097152
40;2097152
41;2097152
40;2097152
42;2097152
41;2097152
40;2097152
41;2097152
41;2097152
41;2097152
42;2097152
42;2097152
41;2097152
41;2097152
41;2097152
38;2097152
317;2097152
342;2097152
336;2097152
326;2097152
330;2097152
320;2097152
320;2097152
324;2097152
323;2097152
328;2097152
321;2097152
307;2097152
325;2097152
326;2097152
326;2097152
321;2097152
320;2097152
334;2097152
323;2097152
328;2097152
333;2097152
335;2097152
341;2097152
347;2097152
356;2097152
334;2097152
332;2097152
326;2097152
344;2097152
331;2097152
334;2097152
335;2097152
331;2097152
322;2097152
326;2097152
330;2097152
317;2097152
321;2097152
321;2097152
328;2097152
43;2097152
43;2097152
43;2097152
43;2097152
42;2097152
43;2097152
42;2097152
42;2097152
44;2097152
44;2097152
43;2097152
44;2097152
44;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
42;2097152
44;2097152
44;2097152
45;2097152
44;2097152
43;2097152
40;2097152
45;2097152
43;2097152
43;2097152
44;2097152
350;2097152
354;2097152
356;2097152
348;2097152
348;2097152
352;2097152
351;2097152
349;2097152
348;2097152
348;2097152
352;2097152
352;2097152
352;2097152
354;2097152
346;2097152
353;2097152
348;2097152
337;2097152
355;2097152
355;2097152
335;2097152
348;2097152
366;2097152
366;2097152
355;2097152
350;2097152
38;2097152
41;2097152
41;2097152
39;2097152
40;2097152
41;2097152
43;2097152
40;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
40;2097152
41;2097152
41;2097152
41;2097152
41;2097152
42;2097152
41;2097152
42;2097152
44;2097152
48;2097152
42;2097152
41;2097152
45;2097152
41;2097152
40;2097152
41;2097152
42;2097152
42;2097152
43;2097152
42;2097152
41;2097152
41;2097152
42;2097152
41;2097152
42;2097152
41;2097152
43;2097152
41;2097152
40;2097152
40;2097152
40;2097152
41;2097152
39;2097152
41;2097152
41;2097152
42;2097152
39;2097152
309;2097152
329;2097152
323;2097152
318;2097152
317;2097152
324;2097152
324;2097152
326;2097152
320;2097152
330;2097152
322;2097152
324;2097152
323;2097152
320;2097152
323;2097152
325;2097152
329;2097152
326;2097152
324;2097152
323;2097152
331;2097152
331;2097152
331;2097152
327;2097152
324;2097152
328;2097152
328;2097152
339;2097152
337;2097152
336;2097152
324;2097152
329;2097152
340;2097152
330;2097152
333;2097152
338;2097152
341;2097152
336;2097152
333;2097152
324;2097152
333;2097152
328;2097152
324;2097152
328;2097152
326;2097152
327;2097152
320;2097152
321;2097152
324;2097152
327;2097152
331;2097152
44;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
44;2097152
42;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
42;2097152
44;2097152
43;2097152
348;2097152
348;2097152
355;2097152
343;2097152
347;2097152
347;2097152
347;2097152
344;2097152
353;2097152
350;2097152
349;2097152
349;2097152
347;2097152
353;2097152
353;2097152
336;2097152
43;2097152
41;2097152
43;2097152
40;2097152
40;2097152
40;2097152
42;2097152
41;2097152
41;2097152
41;2097152
40;2097152
41;2097152
40;2097152
40;2097152
42;2097152
40;2097152
41;2097152
42;2097152
40;2097152
40;2097152
41;2097152
42;2097152
42;2097152
40;2097152
44;2097152
44;2097152
42;2097152
42;2097152
42;2097152
42;2097152
41;2097152
40;2097152
42;2097152
42;2097152
39;2097152
41;2097152
42;2097152
42;2097152
43;2097152
41;2097152
39;2097152
40;2097152
42;2097152
40;2097152
40;2097152
40;2097152
41;2097152
39;2097152
41;2097152
40;2097152
40;2097152
329;2097152
332;2097152
319;2097152
313;2097152
317;2097152
325;2097152
324;2097152
323;2097152
323;2097152
326;2097152
320;2097152
344;2097152
341;2097152
323;2097152
323;2097152
329;2097152
324;2097152
342;2097152
332;2097152
328;2097152
323;2097152
347;2097152
323;2097152
331;2097152
350;2097152
344;2097152
327;2097152
323;2097152
325;2097152
334;2097152
328;2097152
326;2097152
342;2097152
329;2097152
333;2097152
341;2097152
346;2097152
338;2097152
328;2097152
325;2097152
338;2097152
330;2097152
322;2097152
320;2097152
318;2097152
320;2097152
320;2097152
318;2097152
321;2097152
323;2097152
42;2097152
43;2097152
42;2097152
42;2097152
42;2097152
43;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
43;2097152
43;2097152
46;2097152
45;2097152
42;2097152
42;2097152
44;2097152
43;2097152
41;2097152
42;2097152
44;2097152
43;2097152
40;2097152
44;2097152
333;2097152
342;2097152
343;2097152
345;2097152
345;2097152
345;2097152
347;2097152
345;2097152
345;2097152
352;2097152
349;2097152
347;2097152
346;2097152
345;2097152
351;2097152
343;2097152
346;2097152
346;2097152
350;2097152
352;2097152
347;2097152
345;2097152
351;2097152
352;2097152
351;2097152
355;2097152
352;2097152
344;2097152
351;2097152
349;2097152
347;2097152
350;2097152
350;2097152
356;2097152
349;2097152
351;2097152
41;2097152
348;2097152
41;2097152
42;2097152
42;2097152
41;2097152
348;2097152
42;2097152
346;2097152
41;2097152
41;2097152
39;2097152
42;2097152
40;2097152
343;2097152
41;2097152
348;2097152
40;2097152
348;2097152
41;2097152
349;2097152
42;2097152
354;2097152
43;2097152
352;2097152
41;2097152
346;2097152
42;2097152
349;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
41;2097152
40;2097152
40;2097152
41;2097152
41;2097152
40;2097152
326;2097152
319;2097152
319;2097152
321;2097152
312;2097152
315;2097152
315;2097152
316;2097152
312;2097152
315;2097152
318;2097152
315;2097152
317;2097152
317;2097152
322;2097152
324;2097152
322;2097152
331;2097152
321;2097152
42;2097152
43;2097152
44;2097152
42;2097152
42;2097152
44;2097152
45;2097152
43;2097152
42;2097152
42;2097152
43;2097152
44;2097152
43;2097152
43;2097152
41;2097152
43;2097152
43;2097152
43;2097152
44;2097152
46;2097152
48;2097152
45;2097152
45;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
44;2097152
44;2097152
45;2097152
45;2097152
42;2097152
45;2097152
41;2097152
43;2097152
43;2097152
44;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
44;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
330;2097152
349;2097152
344;2097152
341;2097152
340;2097152
343;2097152
342;2097152
346;2097152
349;2097152
347;2097152
349;2097152
349;2097152
345;2097152
351;2097152
346;2097152
42;2097152
343;2097152
350;2097152
41;2097152
41;2097152
369;2097152
367;2097152
53;2097152
344;2097152
49;2097152
49;2097152
353;2097152
48;2097152
351;2097152
47;2097152
47;2097152
47;2097152
46;2097152
47;2097152
45;2097152
351;2097152
45;2097152
357;2097152
44;2097152
44;2097152
43;2097152
42;2097152
41;2097152
349;2097152
39;2097152
346;2097152
40;2097152
346;2097152
42;2097152
346;2097152
41;2097152
350;2097152
42;2097152
346;2097152
42;2097152
353;2097152
41;2097152
350;2097152
355;2097152
355;2097152
347;2097152
350;2097152
42;2097152
349;2097152
345;2097152
347;2097152
350;2097152
355;2097152
351;2097152
41;2097152
356;2097152
41;2097152
348;2097152
42;2097152
353;2097152
352;2097152
41;2097152
354;2097152
41;2097152
349;2097152
41;2097152
43;2097152
43;2097152
41;2097152
352;2097152
41;2097152
41;2097152
40;2097152
41;2097152
42;2097152
40;2097152
42;2097152
40;2097152
330;2097152
314;2097152
318;2097152
321;2097152
321;2097152
332;2097152
322;2097152
317;2097152
319;2097152
317;2097152
314;2097152
314;2097152
326;2097152
325;2097152
318;2097152
317;2097152
324;2097152
41;2097152
44;2097152
43;2097152
43;2097152
42;2097152
43;2097152
43;2097152
42;2097152
43;2097152
44;2097152
43;2097152
43;2097152
43;2097152
42;2097152
44;2097152
43;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
48;2097152
44;2097152
44;2097152
43;2097152
42;2097152
43;2097152
44;2097152
43;2097152
44;2097152
44;2097152
43;2097152
42;2097152
44;2097152
45;2097152
44;2097152
43;2097152
43;2097152
44;2097152
45;2097152
45;2097152
42;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
43;2097152
43;2097152
44;2097152
40;2097152
333;2097152
350;2097152
346;2097152
343;2097152
349;2097152
349;2097152
352;2097152
350;2097152
348;2097152
350;2097152
350;2097152
349;2097152
350;2097152
348;2097152
352;2097152
349;2097152
346;2097152
346;2097152
349;2097152
42;2097152
345;2097152
42;2097152
346;2097152
41;2097152
352;2097152
41;2097152
42;2097152
45;2097152
41;2097152
44;2097152
41;2097152
41;2097152
348;2097152
40;2097152
351;2097152
42;2097152
351;2097152
41;2097152
349;2097152
41;2097152
349;2097152
41;2097152
341;2097152
42;2097152
351;2097152
41;2097152
351;2097152
41;2097152
350;2097152
40;2097152
346;2097152
42;2097152
346;2097152
40;2097152
352;2097152
42;2097152
347;2097152
41;2097152
352;2097152
351;2097152
41;2097152
352;2097152
40;2097152
349;2097152
41;2097152
355;2097152
346;2097152
42;2097152
351;2097152
43;2097152
44;2097152
42;2097152
42;2097152
42;2097152
41;2097152
43;2097152
41;2097152
42;2097152
41;2097152
40;2097152
41;2097152
40;2097152
40;2097152
40;2097152
42;2097152
316;2097152
329;2097152
323;2097152
324;2097152
327;2097152
319;2097152
323;2097152
311;2097152
316;2097152
318;2097152
320;2097152
313;2097152
321;2097152
316;2097152
322;2097152
321;2097152
319;2097152
320;2097152
320;2097152
316;2097152
319;2097152
323;2097152
317;2097152
320;2097152
41;2097152
43;2097152
43;2097152
45;2097152
42;2097152
44;2097152
43;2097152
42;2097152
44;2097152
44;2097152
44;2097152
44;2097152
43;2097152
43;2097152
43;2097152
47;2097152
47;2097152
46;2097152
46;2097152
46;2097152
44;2097152
45;2097152
45;2097152
44;2097152
44;2097152
44;2097152
44;2097152
43;2097152
43;2097152
45;2097152
44;2097152
44;2097152
43;2097152
44;2097152
44;2097152
45;2097152
45;2097152
43;2097152
44;2097152
45;2097152
45;2097152
44;2097152
43;2097152
44;2097152
44;2097152
44;2097152
44;2097152
43;2097152
48;2097152
41;2097152
47;2097152
41;2097152
41;2097152
41;2097152
41;2097152
336;2097152
42;2097152
339;2097152
41;2097152
