czas;pamiec
10;1048576
174;4194304
181;4194304
181;5242880
232;4194304
258;4194304
2;4194304
675;4194304
8;4194304
641;5242880
190;4194304
10;4194304
10;4194304
7;4194304
9;4194304
33666;41943040
2;4194304
1;4194304
1;4194304
2;20971520
1;20971520
1;4194304
1;1048576
1;1048576
1;1048576
1;1048576
8;409600
176;409600
85;409600
9;409600
5;409600
2;4096000
69078;8192000
44025;49152000
97960;49152000
114596;49152000
120026;49152000
113997;49152000
143632;49152000
102005;49152000
71359;49152000
72666;49152000
157385;49152000
130036;49152000
152452;49152000
18706;49152000
49632;49152000
102717;49152000
137536;49152000
138151;49152000
121605;49152000
134979;49152000
115906;49152000
72171;49152000
75600;49152000
170502;49152000
51175;49152000
164096;49152000
20649;49152000
52740;49152000
92359;49152000
125180;49152000
118926;49152000
127343;49152000
133914;49152000
128649;49152000
69982;49152000
73905;49152000
167625;49152000
70597;49152000
148884;49152000
19932;49152000
50641;49152000
107943;49152000
118078;49152000
122759;49152000
114110;49152000
146771;49152000
121988;49152000
60176;49152000
73326;49152000
73505;49152000
65885;49152000
192005;49152000
20497;49152000
55516;49152000
104255;49152000
143628;49152000
136678;49152000
121359;49152000
163031;49152000
125437;49152000
73736;49152000
72379;49152000
189679;49152000
54625;49152000
171456;49152000
28325;49152000
46072;49152000
113533;49152000
122868;49152000
131828;49152000
119462;49152000
141234;49152000
121721;49152000
64144;49152000
86844;49152000
84301;49152000
72480;49152000
160050;49152000
20559;49152000
2163;49152000
2445;49152000
2422;49152000
2425;49152000
2227;49152000
2167;49152000
2384;49152000
2387;49152000
2186;49152000
2181;49152000
2371;49152000
2366;49152000
2194;49152000
2184;49152000
2178;49152000
2179;49152000
2384;49152000
2287;49152000
2400;49152000
2388;49152000
2402;49152000
2374;49152000
2425;49152000
2413;49152000
2213;49152000
2423;49152000
2424;49152000
2207;49152000
2384;49152000
2429;49152000
2400;49152000
2358;49152000
2341;49152000
2394;49152000
2395;49152000
2398;49152000
2394;49152000
2393;49152000
2393;49152000
2395;49152000
2383;49152000
2395;49152000
2419;49152000
2303;49152000
2381;49152000
2384;49152000
2378;49152000
2395;49152000
2407;49152000
2409;49152000
2390;49152000
2410;49152000
2386;49152000
2378;49152000
1950;49152000
1896;49152000
1566;49152000
1645;49152000
1624;49152000
1663;49152000
47267;20971520
49279;20971520
140520;20971520
139098;20971520
146135;20971520
60990;20971520
137418;20971520
56642;20971520
135851;20971520
94833;20971520
47023;20971520
139032;20971520
54080;20971520
67033;20971520
151222;20971520
48141;20971520
43335;20971520
207;409600
205;409600
204;409600
205;409600
205;409600
205;409600
205;409600
205;409600
365;5242880
88;5242880
47617;5242880
3;5242880
3;5242880
206;409600
43086;5242880
204;409600
3;5242880
36293;5242880
33359;5242880
41407;16777216
15561;16777216
11935;16777216
73005;16777216
34122;16777216
16884;16777216
27431;16777216
22429;16777216
72551;16777216
20424;16777216
14119;16777216
25401;16777216
28832;16777216
30882;16777216
29914;16777216
142292;12582912
124051;12582912
68640;12582912
44252;12582912
72802;12582912
11450;12582912
64002;12582912
115988;12582912
21808;12582912
57764;12582912
30102;12582912
32409;12582912
54917;12582912
59316;12582912
45031;12582912
30337;12582912
38483;12582912
51556;12582912
46334;12582912
102082;12582912
39991;12582912
57037;12582912
49034;12582912
116782;12582912
40633;12582912
50667;12582912
94354;12582912
57121;12582912
51538;12582912
128381;12582912
42655;12582912
158800;12582912
31923;12582912
34741;12582912
33186;12582912
25996;12582912
71795;12582912
53909;12582912
35507;12582912
121297;12582912
59583;49152000
50507;49152000
80225;49152000
101361;49152000
52874;49152000
134064;49152000
115723;49152000
53091;49152000
65702;49152000
168530;49152000
152257;49152000
120441;49152000
116899;49152000
111670;49152000
171066;49152000
49811;49152000
18688;49152000
129034;49152000
43506;49152000
19834;49152000
170944;49152000
179943;49152000
58831;49152000
18945;49152000
122562;49152000
105361;49152000
191486;49152000
102389;49152000
19865;49152000
119300;49152000
138826;49152000
48363;49152000
73183;49152000
99150;49152000
147240;49152000
107490;49152000
155090;49152000
99665;49152000
125249;49152000
110983;49152000
140041;49152000
51875;49152000
184627;49152000
107804;49152000
148244;49152000
191889;49152000
144699;49152000
97636;49152000
139900;49152000
150263;49152000
17720;49152000
95412;49152000
111607;49152000
106616;49152000
136367;49152000
101973;49152000
44221;49152000
315521;49152000
63233;49152000
147691;49152000
87229;49152000
142565;49152000
158950;49152000
19039;49152000
92371;49152000
195946;49152000
67279;49152000
165751;49152000
115011;49152000
152286;49152000
151874;49152000
19487;49152000
108156;49152000
115609;49152000
115675;49152000
143458;49152000
49917;49152000
69361;49152000
166043;49152000
91331;49152000
156847;49152000
147742;49152000
20861;49152000
131994;49152000
109274;49152000
106593;49152000
128974;49152000
115118;49152000
210;409600
45121;49152000
92628;49152000
116591;49152000
119003;49152000
101624;49152000
115827;49152000
114604;49152000
68719;49152000
64528;49152000
172870;49152000
140560;49152000
139364;49152000
19381;49152000
211;409600
207;409600
207;409600
55660;49152000
53058;49152000
160023;49152000
145238;49152000
141983;49152000
19520;49152000
3304;15360000
15;409600
12;409600
2015;409600
1110;409600
21550;16777216
25847;16777216
48027;16777216
27774;16777216
27032;16777216
24942;16777216
19917;16777216
17938;16777216
82748;16777216
51380;16777216
14001;16777216
47628;16777216
52530;16777216
55023;16777216
29287;16777216
48593;16777216
21705;16777216
37909;16777216
76343;16777216
83619;16777216
100500;16777216
132019;16777216
83523;16777216
31709;16777216
29428;16777216
55526;16777216
78990;16777216
29266;16777216
80907;16777216
21864;16777216
29128;16777216
45948;16777216
30016;16777216
58578;16777216
64579;16777216
12436;16777216
80156;16777216
56879;16777216
68598;16777216
79592;16777216
20676;16777216
42362;16777216
81559;16777216
23192;16777216
80966;16777216
84517;16777216
49562;16777216
75846;16777216
20406;16777216
21099;16777216
32340;16777216
34444;16777216
19338;16777216
18437;16777216
60784;16777216
36582;16777216
15408;16777216
15171;16777216
21164;16777216
17121;16777216
38504;16777216
68163;16777216
57837;16777216
48386;16777216
23584;16777216
50574;16777216
48575;16777216
59975;16777216
51367;16777216
85016;16777216
31023;16777216
45134;16777216
25089;16777216
44321;16777216
35517;16777216
24050;16777216
27950;16777216
26173;16777216
25426;16777216
22320;16777216
18688;16777216
22590;16777216
19773;16777216
13970;16777216
90005;16777216
24636;16777216
20079;16777216
45956;16777216
76210;16777216
35004;16777216
77497;16777216
99730;16777216
62875;16777216
55995;16777216
31766;16777216
35227;16777216
239;12288000
959;409600
354;409600
1463;409600
9;3145728
22;3145728
1289;3145728
99;3145728
701;3145728
4028;3145728
2907;3145728
2263;3145728
1148;409600
24727;5242880
2319;3145728
1;58720256
345645;58720256
179585;123731968
195430;90177536
345622;71303168
1370;10485760
6;62914560
3;113246208
3;113246208
3;5242880
4;5242880
5;113246208
7;113246208
88;5242880
15;5242880
5;5242880
2;409600
2;409600
3;409600
3;409600
3;409600
3;409600
5;5242880
4;5242880
3;5242880
32249;5242880
14;5242880
8;5242880
545;5242880
152078;16777216
59806;16777216
77357;16777216
28099;16777216
29052;16777216
35781;16777216
140590;16777216
39711;16777216
32776;16777216
36224;16777216
48597;16777216
34991;16777216
72071;16777216
46985;16777216
25067;16777216
33760;16777216
59834;16777216
44677;16777216
30707;16777216
58058;16777216
31083;16777216
42937;16777216
84131;16777216
46824;16777216
126859;25165824
33924;25165824
60383;25165824
32471;25165824
32435;25165824
47575;25165824
38242;25165824
39765;25165824
34586;25165824
34608;25165824
63470;25165824
37862;25165824
40110;25165824
40092;25165824
75840;25165824
50817;25165824
44962;25165824
34956;25165824
46823;25165824
43767;25165824
34655;25165824
38453;25165824
81103;25165824
32354;25165824
245799;25165824
35293;25165824
39559;25165824
46195;25165824
35642;25165824
35883;25165824
45671;25165824
44089;25165824
205;83886080
345571;83886080
3;409600
4;409600
545;41943040
11;5242880
4;5242880
2;5242880
4;5242880
3;5242880
13;5242880
3;5242880
95138;49152000
5;5242880
94102;49152000
14;5242880
3;409600
3;409600
3;5242880
4;5242880
4;5242880
6;20971520
10;5242880
670;20971520
7;5242880
4;15360000
200;15360000
989;20971520
40;5242880
19;5242880
4;15360000
3;15360000
3;15360000
6179;15360000
6220;15360000
6501;15360000
6503;15360000
6985;15360000
6731;15360000
6696;15360000
6630;15360000
6857;15360000
6860;15360000
6908;15360000
6826;15360000
6547;15360000
5645;15360000
6864;15360000
6653;15360000
7456;15360000
7450;15360000
6005;15360000
5495;15360000
6551;15360000
6477;15360000
6247;15360000
6277;15360000
6619;15360000
6475;15360000
6275;15360000
6219;15360000
6595;15360000
6886;15360000
6617;15360000
6595;15360000
6381;15360000
6969;15360000
6964;15360000
6703;15360000
6171;15360000
6541;15360000
6044;15360000
6405;15360000
9009;15360000
9055;15360000
7055;15360000
6192;15360000
6289;15360000
6742;15360000
7258;15360000
7196;15360000
6189;15360000
5484;15360000
7634;15360000
7251;15360000
7457;15360000
7278;15360000
5748;15360000
5745;15360000
6769;15360000
6513;15360000
6844;15360000
6959;15360000
7077;15360000
7293;15360000
7258;15360000
6946;15360000
6865;15360000
6434;15360000
7518;15360000
7487;15360000
8013;15360000
7715;15360000
5950;15360000
5912;15360000
7039;15360000
7139;15360000
6998;15360000
6970;15360000
6927;15360000
7190;15360000
6393;15360000
6757;15360000
6940;15360000
7130;15360000
6666;15360000
6611;15360000
6689;15360000
6783;15360000
6847;15360000
6883;15360000
6173;15360000
6111;15360000
6748;15360000
6314;15360000
6623;15360000
6266;15360000
7248;15360000
6927;15360000
6950;15360000
6900;15360000
6960;15360000
6954;15360000
6939;15360000
6891;15360000
6638;15360000
6227;15360000
6237;15360000
6248;15360000
6832;15360000
7110;15360000
6833;15360000
6542;15360000
6688;15360000
7011;15360000
7240;15360000
7012;15360000
6871;15360000
6816;15360000
6368;15360000
6416;15360000
7096;15360000
6355;15360000
6335;15360000
6527;15360000
6826;15360000
7008;15360000
6777;15360000
6126;15360000
6878;15360000
6389;15360000
6647;15360000
7131;15360000
6338;15360000
6484;15360000
5990;15360000
6793;15360000
6982;15360000
6761;15360000
6232;15360000
6560;15360000
6138;15360000
6781;15360000
7044;15360000
6780;15360000
6159;15360000
5894;15360000
6989;15360000
6900;15360000
6467;15360000
6145;15360000
6603;15360000
6101;15360000
6729;15360000
6802;15360000
7100;15360000
7122;15360000
6804;15360000
6468;15360000
6955;15360000
6965;15360000
6117;15360000
6135;15360000
6561;15360000
6061;15360000
6676;15360000
6651;15360000
6983;15360000
7003;15360000
6656;15360000
6434;15360000
6959;15360000
7025;15360000
6284;15360000
6609;15360000
6176;15360000
6731;15360000
6892;15360000
6411;15360000
6294;15360000
6481;15360000
6207;15360000
6426;15360000
41179;4194304
17119;4194304
16974;4194304
41020;4194304
41057;4194304
40982;4194304
41102;4194304
53658;4194304
38332;4194304
29852;4194304
12482;4194304
23381;4194304
16252;4194304
37428;4194304
20555;4194304
29273;4194304
32338;4194304
20072;4194304
12380;4194304
16212;4194304
29344;4194304
19736;4194304
21654;4194304
24098;4194304
8687;4194304
45209;4194304
40112;4194304
25493;4194304
41200;4194304
40798;4194304
34468;4194304
34078;4194304
35594;4194304
28129;4194304
29306;4194304
43788;4194304
21547;4194304
19951;4194304
24535;4194304
20901;4194304
16668;4194304
20612;4194304
30478;4194304
33039;4194304
11989;4194304
48477;4194304
38432;4194304
17976;4194304
32781;4194304
21681;4194304
20324;4194304
57030;4194304
29296;4194304
27722;4194304
27847;4194304
44726;4194304
40554;4194304
31402;4194304
34402;4194304
23762;4194304
19807;4194304
26143;4194304
29534;4194304
30973;4194304
30808;4194304
18714;4194304
27210;4194304
27278;4194304
16448;4194304
35341;4194304
21474;4194304
26974;4194304
10501;4194304
17244;4194304
26539;4194304
14619;4194304
12805;4194304
15531;4194304
30068;4194304
34958;4194304
19702;4194304
36393;4194304
25637;4194304
52682;4194304
25251;4194304
42114;4194304
12479;4194304
31321;4194304
26760;4194304
21066;4194304
32915;4194304
31814;4194304
16128;4194304
30241;4194304
31598;4194304
25698;4194304
46418;4194304
48121;4194304
17491;4194304
32250;4194304
22087;4194304
41550;4194304
39841;4194304
40405;4194304
33405;4194304
27672;4194304
12991;4194304
31549;25165824
66728;25165824
71617;25165824
58759;25165824
52888;25165824
54407;25165824
41451;25165824
135938;25165824
59014;25165824
74509;25165824
59596;25165824
49005;25165824
44077;25165824
46551;25165824
35887;25165824
137894;25165824
132786;25165824
49541;25165824
54687;25165824
64547;25165824
134221;25165824
27490;25165824
131846;25165824
52215;25165824
134448;25165824
43826;25165824
49416;25165824
41616;25165824
50435;25165824
45866;25165824
135162;25165824
34650;25165824
28577;16777216
29037;16777216
14225;16777216
33490;16777216
23106;16777216
51266;16777216
44910;16777216
42860;16777216
30643;16777216
41712;16777216
31021;16777216
26865;16777216
78306;16777216
64125;16777216
31937;16777216
44689;16777216
49232;16777216
42949;16777216
27396;16777216
111878;16777216
63439;16777216
31548;16777216
40496;16777216
27682;104857600
102369;104857600
2;1048576
2;5242880
2;5242880
3;5242880
2;5242880
2272;3145728
57;5242880
19167;4194304
29866;4194304
37331;4194304
44598;4194304
24869;4194304
15086;4194304
56427;4194304
37176;4194304
29872;4194304
27544;4194304
30794;4194304
28281;4194304
17531;4194304
16477;4194304
39872;4194304
18446;4194304
57449;4194304
29334;4194304
33263;4194304
24287;4194304
24188;4194304
36440;4194304
46577;4194304
34340;4194304
56004;4194304
24607;4194304
30342;4194304
24541;4194304
45221;4194304
29094;4194304
27241;4194304
47;52428800
18486;4194304
46894;4194304
37784;4194304
42819;4194304
24307;4194304
23824;4194304
46190;4194304
23078;4194304
29611;4194304
24833;4194304
28;52428800
39;52428800
38;52428800
8;52428800
20;113246208
38;3145728
1;1048576
2;1048576
1;1048576
149;3145728
145;3145728
167;3145728
253;3145728
1;1048576
14441;3145728
1;1048576
3;1048576
58577;16777216
52205;16777216
48576;16777216
26057;16777216
123220;16777216
44080;16777216
23934;16777216
46308;16777216
44940;16777216
2;409600
1;409600
3911;409600
49509;512000
52704;512000
51221;512000
51498;512000
53819;512000
49935;512000
51147;512000
53296;512000
47513;512000
59984;512000
53228;512000
51425;512000
59264;512000
50704;512000
49266;512000
53054;512000
51638;512000
50629;512000
51213;512000
49530;512000
51007;512000
52744;512000
47355;512000
60340;512000
52595;512000
50952;512000
49909;512000
50319;512000
48307;512000
50975;512000
50667;512000
50408;512000
51883;512000
49809;512000
50991;512000
52372;512000
47353;512000
60641;512000
52638;512000
51823;512000
49299;512000
49766;512000
48045;512000
51102;512000
49658;512000
50158;512000
50628;512000
48079;512000
58561;512000
52501;512000
45993;512000
60494;512000
52158;512000
51164;512000
50195;512000
50144;512000
48438;512000
50473;512000
50030;512000
50352;512000
50594;512000
48321;512000
50524;512000
51679;512000
46931;512000
60880;512000
53008;512000
50828;512000
49962;512000
50782;512000
48949;512000
50941;512000
50500;512000
50890;512000
51329;512000
25505;4194304
15274;4194304
210800;25165824
134063;25165824
103076;25165824
83242;25165824
92038;25165824
74800;25165824
90233;25165824
100523;25165824
108233;25165824
130006;25165824
199629;25165824
86412;25165824
84521;25165824
65302;25165824
212139;25165824
67458;25165824
87910;25165824
93650;25165824
143834;25165824
81501;25165824
101662;25165824
82026;25165824
89537;25165824
65062;25165824
199256;25165824
74243;25165824
108270;25165824
105240;25165824
105602;25165824
99105;25165824
69784;25165824
77300;25165824
40752;4194304
40891;4194304
35810;4194304
35717;4194304
723;52428800
60427;25165824
141188;25165824
48588;25165824
132873;25165824
131870;25165824
36343;25165824
137584;25165824
140817;25165824
125808;25165824
128453;25165824
135298;25165824
58186;25165824
141785;25165824
37992;25165824
137744;25165824
129485;25165824
38068;25165824
117943;25165824
138602;25165824
60486;25165824
38278;25165824
56096;25165824
43412;25165824
95244;25165824
141899;25165824
143161;25165824
47569;25165824
37;52428800
453;52428800
10;52428800
261;52428800
8543;52428800
86421;104857600
86440;104857600
3;1048576
535;41943040
1884;41943040
62;3145728
10;41943040
1600;41943040
2277;3145728
201;41943040
9139;41943040
15404;4194304
2;5242880
2;5242880
21;115343360
15171;4194304
15519;4194304
15459;4194304
25139;5242880
10;5242880
11806;5242880
11065;5242880
2925;6291456
15065;4194304
1516;16777216
1187;409600
201372;16777216
84995;16777216
115157;16777216
30198;16777216
7824;16777216
15381;16777216
29973;16777216
51297;25165824
14225;25165824
16715;25165824
14811;25165824
16214;25165824
21821;25165824
45967;25165824
65047;90177536
80875;123731968
17890;25165824
61480;16777216
40011;25165824
6166;12288000
161;2097152
2;8388608
152;8388608
402;1048576
14160;8388608
135;2097152
271;1048576
269;2097152
2;2097152
247;2097152
354;2097152
604;4194304
572;4194304
686;4194304
13433;8388608
11715;8388608
10460;8388608
12040;25165824
15359;4194304
20759;120586240
21182;120586240
584;4194304
532;4194304
598;4194304
603;4194304
597;4194304
605;4194304
585;4194304
603;4194304
592;4194304
612;4194304
579;4194304
1043;20971520
1079;20971520
1070;20971520
991;20971520
592;4194304
15279;4194304
214;8388608
5;8388608
25244;8388608
237;4194304
14401;8388608
3561;8388608
16991;8388608
14697;8388608
8217;8388608
5738;8388608
7525;8388608
13325;8388608
10323;8388608
11701;8388608
16253;8388608
114;20971520
22372;20971520
21752;20971520
21020;20971520
23400;20971520
23435;16384000
19488;16384000
4036;67108864
3540;67108864
2246;67108864
2251;67108864
330;41943040
15399;4194304
18;41943040
1829;41943040
30581;120586240
32808;120586240
2303;67108864
1612;67108864
15092;4194304
15307;4194304
25051;49152000
23291;49152000
28804;49152000
6062;90177536
814;90177536
30512;49152000
